Offset(P)            #Ptr   #Hnd Access Name
------------------ ------ ------ ------ ----
0x000000003de00038      2      1 ------ \Device\Afd\Endpoint
0x000000003de00038      2      1 ------ \Device\Afd\Endpoint
0x000000003de00128      2      1 ------ \Device\Afd\Endpoint
0x000000003de001e0      2      1 ------ \Device\Afd\Endpoint
0x000000003de00298      2      1 ------ \Device\Afd\Endpoint
0x000000003de00588      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000003de09038      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Create Recovery Disc.lnk
0x000000003de0aa28      2      0 RW-rw- \Device\HarddiskVolume2\Users\frontdesk\AppData\Roaming\Microsoft\Windows\Recent\User Accounts.lnk
0x000000003de0af80      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\en-US\newdev.dll.mui
0x000000003de0b430      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\imgutil.dll
0x000000003de0b5a8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umb.dll
0x000000003de0c190      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Memory Diagnostics Tool.lnk
0x000000003de0ca60      8      0 R--rwd \Device\HarddiskVolume2\Windows\Resources\Ease of Access Themes\hc2.theme
0x000000003de0cb18      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003de0cd10      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mshtml.dll
0x000000003de0d878      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml6r.dll
0x000000003de0d948      8      0 R--r-d \Device\HarddiskVolume2\Program Files\Common Files\microsoft shared\OFFICE15\MSO.DLL
0x000000003de0db28      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\swprv.dll
0x000000003de0dc50      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wermgr.exe
0x000000003de0e420      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwm.exe
0x000000003de0ee60      8      0 R--rwd \Device\HarddiskVolume2\Windows\assembly\NativeImages_v2.0.50727_32\TaskScheduler\b2f5acd3061ea8f4e43272508954f2e1\TaskScheduler.ni.dll
0x000000003de0f8c0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwmcore.dll
0x000000003de10038      1      1 R--r-- \Device\HarddiskVolume2\Windows\Registration\R000000000006.clb
0x000000003de109b0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003de10c58      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d10_1.dll
0x000000003de10ec8      2      1 R--rwd \Device\HarddiskVolume2\Users\frontdesk\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000003de112b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PrintIsolationProxy.dll
0x000000003de120e0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tcpmon.dll
0x000000003de12b88      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSMON.dll
0x000000003de13928      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wsnmp32.dll
0x000000003de13ec8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\snmpapi.dll
0x000000003de14ac8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml6.dll
0x000000003de1d968      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usbmon.dll
0x000000003de1e8f0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSDMon.dll
0x000000003de1ece8      3      0 R--r-d \Device\HarddiskVolume2\Windows\explorer.exe
0x000000003de1ee88      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\tcpbidi.xml
0x000000003de1f368      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webservices.dll
0x000000003de1f868      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003de1fb38      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003de1fbf0      8      0 R--r-- \Device\HarddiskVolume2\Windows\inf\oem7.PNF
