Name                                                  Pid   PPid   Thds   Hnds Time
-------------------------------------------------- ------ ------ ------ ------ ----
 0x83d09c60:System                                      4      0     88    541 2018-09-30 08:09:59 UTC+0000
. 0x84551b98:smss.exe                                 260      4      2     29 2018-09-30 08:09:59 UTC+0000
 0x84d77d28:wininit.exe                               388    332      3     83 2018-09-30 08:10:05 UTC+0000
. 0x85192030:LogonUI.exe                              876    388      5    152 2018-09-30 08:10:40 UTC+0000
. 0x84dcdbd0:services.exe                             484    388      6    195 2018-09-30 08:10:07 UTC+0000
.. 0x84e15d28:VBoxService.ex                          648    484     12    115 2018-09-30 08:10:13 UTC+0000
.. 0x84e5ad28:svchost.exe                             800    484     18    438 2018-09-30 08:10:14 UTC+0000
... 0x84489800:audiodg.exe                           5996    800      4    120 2018-09-30 09:45:22 UTC+0000
.. 0x8515cae0:sppsvc.exe                              292    484      6    153 2018-09-30 08:12:31 UTC+0000
.. 0x84e6fa18:svchost.exe                             904    484     31   1116 2018-09-30 08:10:15 UTC+0000
... 0x84d77868:wuauclt.exe                           5644    904      3     86 2018-09-30 09:28:49 UTC+0000
.. 0x9c627d28:msiexec.exe                            1016    484      7    345 2018-09-30 09:39:03 UTC+0000
... 0xbc2d08a8:msiexec.exe                           5652   1016      0 ------ 2018-09-30 09:39:13 UTC+0000
.. 0x8514bbf0:svchost.exe                             440    484     13    342 2018-09-30 08:12:32 UTC+0000
.. 0xbc21b9f0:TrustedInstall                         4724    484      4    139 2018-09-30 09:40:24 UTC+0000
.. 0x8484a800:spoolsv.exe                            1340    484     12    285 2018-09-30 08:10:24 UTC+0000
.. 0x84d69d00:SearchIndexer.                         1184    484     15    724 2018-09-30 08:12:33 UTC+0000
... 0x83fbba40:SearchProtocol                        5748   1184      7    281 2018-09-30 09:45:32 UTC+0000
... 0x84ef6768:SearchFilterHo                        4036   1184      5     97 2018-09-30 09:47:36 UTC+0000
.. 0x84e1d030:svchost.exe                             712    484      8    268 2018-09-30 08:10:14 UTC+0000
.. 0x8454e348:svchost.exe                             588    484     10    351 2018-09-30 08:10:12 UTC+0000
... 0x84700ab8:dllhost.exe                           1008    588      8    225 2018-09-30 09:45:48 UTC+0000
.. 0x8488e860:svchost.exe                            1488    484     11    267 2018-09-30 08:10:26 UTC+0000
.. 0x8485b030:svchost.exe                            1368    484     18    302 2018-09-30 08:10:24 UTC+0000
.. 0x84893030:svchost.exe                            1516    484     12    215 2018-09-30 08:10:26 UTC+0000
.. 0x8441d7e0:taskhost.exe                           4816    484      8    196 2018-09-30 09:28:32 UTC+0000
.. 0x84e6b030:svchost.exe                             880    484     18    452 2018-09-30 08:10:15 UTC+0000
.. 0x84e67d28:svchost.exe                             852    484     16    371 2018-09-30 08:10:15 UTC+0000
... 0xa0b21170:dwm.exe                               3028    852      3    186 2018-09-30 09:28:36 UTC+0000
.. 0x8481bcb0:svchost.exe                            1236    484     15    478 2018-09-30 08:10:22 UTC+0000
. 0x84dd0658:lsass.exe                                492    388      6    561 2018-09-30 08:10:08 UTC+0000
. 0x84dd4b28:lsm.exe                                  500    388     10    151 2018-09-30 08:10:08 UTC+0000
 0x84d58030:csrss.exe                                 340    332      9    352 2018-09-30 08:10:04 UTC+0000
 0x8449d890:explorer.exe                             5300   5128     30    871 2018-09-30 09:28:36 UTC+0000
. 0x9c6b0970:notepad.exe                             3736   5300      1     60 2018-09-30 09:47:49 UTC+0000
. 0x851cdd28:VBoxTray.exe                            3064   5300     14    154 2018-09-30 09:28:44 UTC+0000
. 0x84ead628:DumpIt.exe                              4116   5300      2     37 2018-09-30 09:45:43 UTC+0000
. 0x8443d3c0:notepad.exe                             3432   5300      1     60 2018-09-30 09:47:50 UTC+0000
 0x84da6d28:winlogon.exe                              424    372      3    115 2018-09-30 08:10:05 UTC+0000
 0x84d76030:csrss.exe                                 380    372     10    189 2018-09-30 08:10:05 UTC+0000
. 0x84e37498:conhost.exe                             3176    380      2     51 2018-09-30 09:45:43 UTC+0000
