Offset(P)            #Ptr   #Hnd Access Name
------------------ ------ ------ ------ ----
0x000000000063b388      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\demos\samples\EditGrid.tcl
0x000000000063b8c0      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\demos\samples\DynTree.tcl
0x000000000063bb70      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gameux.dll
0x0000000000afa0d0      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\pref\Blue.csc
0x0000000000afa488      3      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\meiryo.ttc
0x0000000000afa5d0      8      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\pref\Blue.cs
0x0000000000afaa40      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\pref\Bisque.csc
0x0000000000afae10      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\37C951188967C8EB88D99893D9D191FE
0x0000000000afaec8      8      0 -W---- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\OSX2XZOX\tools[1]
0x0000000000c5f4b0      9      1 RW-rw- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x0000000000c5f7e8      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\pref\TK.csc
0x0000000000c5fce8      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\pref\TK.cs
0x0000000000e3c390      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\tzdata\Asia\Harbin
0x0000000000e3c958      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\tzdata\Asia\Gaza
0x0000000000e3cf80      3      0 RW-rwd \Device\HarddiskVolume2\$MapAttributeValue
0x0000000000e7b208      2      0 -W---- \Device\HarddiskVolume2\Python27\Tools\Scripts\2to3.py
0x0000000000e7b678      2      0 -W---- \Device\HarddiskVolume2\Python27\Tools\Scripts\README.txt
0x0000000000e7bae8      2      0 -W---- \Device\HarddiskVolume2\Python27\Tools\Scripts\xxci.py
0x0000000000e7bcf8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\regsvr32.exe.mui
0x0000000000e7bdb0      8      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\FileMaps\program_files_common_files_microsoft_shared_ink_ro-ro_a2ca1e1ff4fecd83.cdf-ms
0x0000000001041378      1      0 R-Dr-- \Device\HarddiskVolume2\Windows\servicing\SQM\PackageChangeEnd_Package_for_KB3159398~31bf3856ad364e35~x86~~6.1.1.1_0_std.sqm
0x0000000001041430      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\tzdata\Pacific\Funafuti
0x00000000010417e8      1      0 R-Dr-- \Device\HarddiskVolume2\Windows\servicing\SQM\PackageChangeEnd_Package_for_KB2973112~31bf3856ad364e35~x86~~6.1.1.0_0_std.sqm
0x00000000010418a0      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\tzdata\Pacific\Fiji
0x000000000107bc58      2      0 -W---- \Device\HarddiskVolume2\Python27\Lib\unittest\test\__init__.py
0x000000000107bf80      2      0 -W---- \Device\HarddiskVolume2\Python27\Lib\compiler\pycodegen.py
0x0000000001163038      8      0 -W---- \Device\HarddiskVolume2\Python27\Lib\test\ssl_cert.pem
0x0000000001163198      1      0 R-Dr-- \Device\HarddiskVolume2\Windows\servicing\SQM\PackageChangeEnd_Package_for_KB2736422~31bf3856ad364e35~x86~~6.1.1.0_0_std.sqm
0x0000000001163250      8      0 RWD--- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\WER\ReportQueue\NonCritical_Microsoft Window_bd5996727e9ea1acda90841fa2c99a88df4fb9d6_cab_08fcfd1b\PkgFCBD.cab
0x0000000001163928      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tk8.5\safetk.tcl
0x0000000001163ce0      1      0 R-Dr-- \Device\HarddiskVolume2\Windows\servicing\SQM\PackageChangeEnd_Package_for_KB2911501~31bf3856ad364e35~x86~~6.1.1.2_0_std.sqm
0x0000000001163d98      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tk8.5\pkgIndex.tcl
0x0000000001163f80      8      0 -W-rwd \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\58BRAMBY\th[1].jpg
0x00000000011b8678      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\encoding\jis0208.enc
0x00000000011b8b78      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\encoding\jis0201.enc
0x00000000011b8ec8      1      0 R-Dr-- \Device\HarddiskVolume2\Windows\servicing\SQM\PackageChangeEnd_Package_for_KB3061518~31bf3856ad364e35~x86~~6.1.1.0_0_std.sqm
0x00000000011b8f80      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\encoding\iso8859-9.enc
0x00000000011c12f0      8      0 -W-rwd \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\OSX2XZOX\AAuTnto[1].png
0x00000000011c1948      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\syncui.dll
0x00000000011c1b40      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MsCtfMonitor.dll
0x000000000144b9b0     11      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000000149e038      8      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\FileMaps\program_files_common_files_microsoft_shared_ink_bg-bg_84629670229a1823.cdf-ms
0x000000000149e600      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\demos\samples\BtnBox.tcl
0x000000000149eb10      1      0 R-Dr-- \Device\HarddiskVolume2\Windows\servicing\SQM\PackageChangeEnd_Package_for_KB2533552~31bf3856ad364e35~x86~~6.1.1.1_0_std.sqm
0x000000000149ebc8      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\demos\samples\Balloon.tcl
0x0000000001692eb8      8      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\FileMaps\program_files_common_files_microsoft_shared_ink_1.0_c96a7f20e8d9af65.cdf-ms
0x000000000178f1a0      2      0 -W-rw- \Device\HarddiskVolume2\Python27\Lib\site-packages\pip-9.0.3.dist-info\entry_points.txt
0x000000000178f980      2      0 -W-rw- \Device\HarddiskVolume2\Python27\Lib\site-packages\pip\_vendor\urllib3\packages\ssl_match_hostname\__init__.pyc
0x000000000178fd88     11      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000000178ff80      8      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\FileMaps\$$_system32_dism_066548addf2fbd4b.cdf-ms
0x00000000018036b8      2      0 -W---- \Device\HarddiskVolume2\Python27\Lib\bsddb\__init__.py
0x0000000001803770      2      0 -W---- \Device\HarddiskVolume2\Python27\Lib\email\charset.py
0x0000000001803898      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x0000000001803ac8      2      0 -W---- \Device\HarddiskVolume2\Python27\Lib\test\leakers\test_dictself.py
0x0000000001803f80      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tcl8.5\tzdata\Africa\Sao_Tome
0x0000000001841bb0      2      0 -W---- \Device\HarddiskVolume2\Python27\Lib\lib2to3\tests\test_main.py
0x0000000001841ef0     11      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000018d4038      8      0 R--rwd \Device\HarddiskVolume2\Users\Public\Videos\desktop.ini
0x00000000018d40f8      8      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\FileMaps\$$_schemas_eapmethods_2935fdc1307d3ad6.cdf-ms
0x00000000018d43d0      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\pref\Gray.csc
0x00000000018d4840      2      0 -W---- \Device\HarddiskVolume2\Python27\tcl\tix8.4.3\pref\Gray.cs
