Offset(P)            #Ptr   #Hnd Access Name
------------------ ------ ------ ------ ----
0x000000003e800e20      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8018b0      2      1 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Libraries
0x000000003e8023d0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e802520     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\migwiz\en-US\wet.dll.mui
0x000000003e8028b0     14      0 R--r-d \Device\HarddiskVolume2\Program Files\Common Files\Microsoft Shared\ink\ShapeCollector.exe
0x000000003e802c10     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e803070     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000F.dir
0x000000003e803860      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8039b0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\migwiz\wet.dll
0x000000003e8049c0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e805720     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Speech\SpeechUX\en-US\sapi.cpl.mui
0x000000003e8066e0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e806ad0      1      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Google\Chrome\Application\79.0.3945.79\icudtl.dat
0x000000003e807bf0      2      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\Documents\desktop.ini
0x000000003e808720      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e808dd0      2      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms
0x000000003e809540      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e80d590     16      0 R--rwd \Device\HarddiskVolume2\Users\Public\Pictures\desktop.ini
0x000000003e80df20      2      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\Pictures\desktop.ini
0x000000003e80fdd0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxTray.exe
0x000000003e810da0      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\rsaenh.dll
0x000000003e8111e0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mblctr.exe
0x000000003e811780     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.002
0x000000003e811e20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fveui.dll
0x000000003e8124b0      4      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x000000003e812ac0      4      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.000
0x000000003e8139e0      2      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Libraries\Music.library-ms
0x000000003e813bc0      2      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\Music\desktop.ini
0x000000003e814b30     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000B.wid
0x000000003e814f20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NetProjW.dll
0x000000003e815c80     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e815dd0     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\propsys.dll
0x000000003e815f20      2      0 R----- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\SETTINGS.DIA
0x000000003e8167a0     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.001
0x000000003e817070      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WPDShServiceObj.dll
0x000000003e8171e0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e819070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnidui.dll
0x000000003e819cf0      2      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Desktop.ini
0x000000003e81a910      1      1 ------ \Device\Afd\Endpoint
0x000000003e81bb60     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mstsc.exe
0x000000003e826490     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\BdeUnlockWizard.exe
0x000000003e8265e0      1      0 R--rwd \Device\HarddiskVolume2\Users\Public\Videos\desktop.ini
0x000000003e8269b0     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.wid
0x000000003e826f20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pmcsnap.dll
0x000000003e827070     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\CiAD0002.002
0x000000003e827770     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.wid
0x000000003e827b60      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000F.ci
0x000000003e828780      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e829070      2      1 ------ \Device\Afd\Endpoint
0x000000003e829420      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.ci
0x000000003e8295d0     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.wid
0x000000003e82a560     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SoundRecorder.exe
0x000000003e82a950     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000003e82b2d0     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.wid
0x000000003e82b610     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\SoundRecorder.exe.mui
0x000000003e82bb30     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SnippingTool.exe
0x000000003e82bc80      1      1 ------ \Device\NamedPipe\samr
0x000000003e82cbf0     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.dir
0x000000003e82cf20      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.ci
0x000000003e82dbf0     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.dir
0x000000003e82dd40     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010004.wid
0x000000003e82e4b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\stobject.dll
0x000000003e82f110      2      1 RWDrwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Google\Chrome\User Data\Default\GPUCache\data_0
0x000000003e839290     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mycomput.dll
0x000000003e8394e0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\batmeter.dll
0x000000003e839630     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mycomput.dll.mui
0x000000003e83a2e0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AuthFWGP.dll
0x000000003e83add0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e83b320     11      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorwks.dll
0x000000003e83cb80      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e83cdd0      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\uxtheme.dll
0x000000003e83cf20      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e83d690     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\batmeter.dll.mui
0x000000003e83e1e0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e83f2a0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e83ff20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\odbcint.dll.mui
0x000000003e840490      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SearchProtocolHost.exe
0x000000003e8405e0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msshooks.dll
0x000000003e8419e0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\iscsicpl.dll
0x000000003e842d20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NlsData0009.dll
0x000000003e843dd0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NlsLexicons0009.dll
0x000000003e847dd0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\iscsicpl.dll.mui
0x000000003e847f20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\prnfldr.dll
0x000000003e848df0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e849780      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SearchFilterHost.exe
0x000000003e84b590     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mscoree.dll
0x000000003e84b6e0      2      1 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000003e84c6f0      2      1 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000003e84c840     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\fvewiz.dll.mui
0x000000003e84d410     16      0 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Google\Update\1.3.35.422\goopdateres_en.dll
0x000000003e84e4f0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MdSched.exe
0x000000003e84f2d0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mmres.dll
0x000000003e859070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\MdSched.exe.mui
0x000000003e859940      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DXP.dll
0x000000003e85a7e0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mssph.dll
0x000000003e85b8c0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FntCache.dll
0x000000003e85c070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mmres.dll.mui
0x000000003e85c4e0     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_policy.8.0.microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_09c03a53facd313f.manifest
0x000000003e85ea30      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e861810     15      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MsMpLics.dll
0x000000003e863a80     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\rsaenh.dll
0x000000003e864340     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AltTab.dll
0x000000003e864d10     16      0 RW-rw- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000003e865190     11      0 R--r-d \Device\HarddiskVolume2\Windows\ehome\ehSSO.dll
0x000000003e865bb0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8672d0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
