Offset(V)          Name                    PID   PPID   Thds     Hnds   Sess  Wow64 Start                          Exit                          
------------------ -------------------- ------ ------ ------ -------- ------ ------ ------------------------------ ------------------------------
0xffffc20c69c74280 System                    4      0    103        0 ------      0 2018-08-01 19:20:20 UTC+0000                                 
0xffffc20c69d52040 Registry                 68      4      3        0 ------      0 2018-08-01 19:20:10 UTC+0000                                 
0xffffc20c6a212040 smss.exe                500      4      2        0 ------      0 2018-08-01 19:20:20 UTC+0000                                 
0xffffc20c6adac580 csrss.exe               612    604     10        0      0      0 2018-08-01 19:20:24 UTC+0000                                 
0xffffc20c6b8ed580 csrss.exe               680    672     14        0      1      0 2018-08-01 19:20:25 UTC+0000                                 
0xffffc20c6b913080 wininit.exe             696    604      1        0      0      0 2018-08-01 19:20:25 UTC+0000                                 
0xffffc20c6b910080 winlogon.exe            732    672      6        0      1      0 2018-08-01 19:20:25 UTC+0000                                 
0xffffc20c6b93e080 services.exe            804    696     16        0      0      0 2018-08-01 19:20:26 UTC+0000                                 
0xffffc20c6b98e080 lsass.exe               816    696      9        0      0      0 2018-08-01 19:20:26 UTC+0000                                 
0xffffc20c6b8df580 svchost.exe             904    804      2        0      0      0 2018-08-01 19:20:28 UTC+0000                                 
0xffffc20c6b8dd580 svchost.exe             924    804     41        0      0      0 2018-08-01 19:20:28 UTC+0000                                 
0xffffc20c6b8db580 fontdrvhost.ex          940    696      5        0      0      0 2018-08-01 19:20:28 UTC+0000                                 
0xffffc20c6b8d9580 fontdrvhost.ex          948    732      5        0      1      0 2018-08-01 19:20:28 UTC+0000                                 
0xffffc20c6ba39580 svchost.exe            1020    804     19        0      0      0 2018-08-01 19:20:28 UTC+0000                                 
0xffffc20c6ba17580 svchost.exe             628    804      7        0      0      0 2018-08-01 19:20:28 UTC+0000                                 
0xffffc20c6bae9580 svchost.exe             800    804      0 --------      0      0 2018-08-01 19:20:29 UTC+0000   2018-08-06 18:11:48 UTC+0000  
0xffffc20c6ba9f080 svchost.exe             476    804      7        0      0      0 2018-08-01 19:20:29 UTC+0000                                 
0xffffc20c6bae5580 svchost.exe            1040    804      4        0      0      0 2018-08-01 19:20:29 UTC+0000                                 
0xffffc20c6bae3580 svchost.exe            1056    804      5        0      0      0 2018-08-01 19:20:29 UTC+0000                                 
0xffffc20c6bae1580 svchost.exe            1072    804      5        0      0      0 2018-08-01 19:20:29 UTC+0000                                 
0xffffc20c6bb0b080 dwm.exe                1144    732     10        0      1      0 2018-08-01 19:20:29 UTC+0000                                 
0xffffc20c6bad9580 svchost.exe            1196    804      3        0      0      0 2018-08-01 19:20:29 UTC+0000                                 
0xffffc20c6bb8e580 svchost.exe            1296    804      9        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bbd5380 vmacthlp.exe           1336    804      1        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bb9c580 svchost.exe            1384    804      4        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bb9a580 svchost.exe            1392    804      5        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bbf4580 svchost.exe            1472    804     11        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bbf2580 svchost.exe            1480    804      6        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bc41580 svchost.exe            1568    804      4        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bc3f580 svchost.exe            1576    804      6        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bc3d580 svchost.exe            1592    804      8        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bc3b580 svchost.exe            1600    804     15        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bca52c0 svchost.exe            1608    804      7        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bc35580 svchost.exe            1632    804      3        0      0      0 2018-08-01 19:20:30 UTC+0000                                 
0xffffc20c6bcc9580 svchost.exe            1692    804     12        0      0      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6bd28580 svchost.exe            1768    804     18        0      0      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6bcfa580 svchost.exe            1856    804      4        0      0      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6bcf6580 svchost.exe            1884    804     11        0      0      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6bddc340 svchost.exe            1936    804      4        0      0      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6bcee580 svchost.exe            1944    804      5        0      0      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6be01580 svchost.exe            1964    804     16        0      0      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6be63040 MemCompression         1096      4     34        0 ------      0 2018-08-01 19:20:31 UTC+0000                                 
0xffffc20c6be13580 svchost.exe            2128    804     13        0      0      0 2018-08-01 19:20:32 UTC+0000                                 
