Offset(P)            #Ptr   #Hnd Access Name
------------------ ------ ------ ------ ----
0x000000003d2396b0      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\LogFiles\SQM\SQMLogger.etl.003
0x000000003d2398d8      8      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\propsys.dll.mui
0x000000003d239a90     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d23e0f8      2      1 ------ \Device\Afd\Endpoint
0x000000003d23e1b0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wmiutils.dll
0x000000003d23e2c0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wpdbusenum.dll
0x000000003d23f4a0      2      1 R--rwd \Device\HarddiskVolume2\Users\hello\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000003d242138     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0x000000003d242be8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PortableDeviceApi.dll
0x000000003d244330      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\repdrvfs.dll
0x000000003d244548      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdi.dll
0x000000003d246038      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wlansvc.dll
0x000000003d2461c8      2      1 RW-r-- \Device\HarddiskVolume2\Users\hello\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x000000003d246470      2      1 RW-r-- \Device\HarddiskVolume2\Users\hello\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms
0x000000003d2466e8      1      1 RW---- \Device\HarddiskVolume2\Users\hello\ntuser.dat.LOG2
0x000000003d246858      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wlansvc.dll
0x000000003d246a30      2      1 RW-r-- \Device\HarddiskVolume2\Users\hello\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms
0x000000003d246cb8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\wlansvc.dll.mui
0x000000003d246f58      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemess.dll
0x000000003d247618      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\npmproxy.dll
0x000000003d248430      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\AltTab.ptxml
0x000000003d248830      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d249378     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx
0x000000003d249488      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\AppInfoEvents.ptxml
0x000000003d249900      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PortableDeviceConnectApi.dll
0x000000003d24c878      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\authui.ptxml
0x000000003d24ce48      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\comdlg32.ptxml
0x000000003d24d370      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnrpnsp.dll
0x000000003d24f248      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\HealthCenterCPLInstrumentation.ptxml
0x000000003d24f620      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\powercpl.ptxml
0x000000003d250038      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Microsoft-Windows-NCSI.ptxml
0x000000003d250940      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnidui.dll
0x000000003d250b28      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ncsi.dll.mui
0x000000003d250c98      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnidui.dll
0x000000003d251038      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\themecpl.ptxml
0x000000003d2511b8      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\prod_Audio-AudioCore.ptxml
0x000000003d2513b8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\powertracker.dll
0x000000003d251670      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\nlasvc.dll.mui
0x000000003d251978      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\msdt.events.ptxml
0x000000003d251c30      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlasvc.dll
0x000000003d251e18      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Microsoft-Windows-WLANConnectionFlow.ptxml
0x000000003d252658      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\prod_WMPPlayer.ptxml
0x000000003d252e48      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\NlaSvc.ptxml
0x000000003d2553a8      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Services.ptxml
0x000000003d255948      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmp.dll
0x000000003d255d60      2      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742.manifest
0x000000003d256280      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\radardt.dll
0x000000003d256570      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\timedate.ptxml
0x000000003d256e00      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSD.dll
0x000000003d256eb8      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\taskmgr.events.ptxml
0x000000003d257038      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\provsvc.ptxml
0x000000003d257490      2      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_policy.9.0.microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_f47ed0f6f6564d90.manifest
0x000000003d257b48      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\VolumeControl.ptxml
0x000000003d258038      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\ShellCoreInstrumentation.ptxml
0x000000003d258138      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Spux.ptxml
0x000000003d258338      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\StobjectInstrumentation.ptxml
0x000000003d258650      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\UIAutomationCore.ptxml
0x000000003d2588d8      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Sidebar.ptxml
0x000000003d25a6c8      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\WinINet.ETW.ptxml
0x000000003d25a780      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncobjapi.dll
0x000000003d25a9a0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d25ab20      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\userplugplayetw.ptxml
0x000000003d25add8      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\WinlogonEvents.ptxml
0x000000003d25b4b8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\nwifi.sys
0x000000003d25b710      2      1 ------ \Device\Afd\Endpoint
0x000000003d25ba08      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Wlansvc.ptxml
0x000000003d25be68      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\wdc.events.ptxml
0x000000003d25c6b8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\nwifi.sys
0x000000003d25d910      2      1 ------ \Device\Afd\Endpoint
0x000000003d25d9d0      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\hello\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000003d25da88      2      1 ------ \Device\Afd\Endpoint
0x000000003d25ead0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\en-US\nwifi.sys.mui
0x000000003d2613e8      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d261b38      1      1 RW---- \Device\HarddiskVolume2\Users\hello\NTUSER.DAT
0x000000003d264318      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\NetworkProfile.ptxml
0x000000003d2643d0      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Microsoft-Windows-VAN.ptxml
0x000000003d264488      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\profsvc.ptxml
0x000000003d2647c0      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\NetworkDiagnosticsFramework.ptxml
0x000000003d264af8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\pnidui.dll.mui
0x000000003d2679a8      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\DisplaySwitch.ptxml
0x000000003d267ae0      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\DriverFrameworks-UserMode.ptxml
0x000000003d267f80      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Display.ptxml
0x000000003d26d338      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d26d6c8      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\hello\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000003d26dc08      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\WpdCoreInstrumentation.ptxml
0x000000003d277868     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx
0x000000003d278440      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\Help-DataLayer.ptxml
0x000000003d278628      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\ErrorReportingConsole.ptxml
0x000000003d278a18      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\ieframe.ptxml
0x000000003d278c48      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\DXP-DeviceExperience.ptxml
0x000000003d27db48      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcore6.dll
0x000000003d27de48      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdi\perftrack\ETWInstrumentation.ptxml
0x000000003d280510      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winrnr.dll
0x000000003d280750      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\dhcpcore6.dll.mui
0x000000003d287340      8      0 R--rw- \Device\HarddiskVolume2\Python27\Lib\site.pyc
0x000000003d2893f8      1      1 RW---- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\UsrClass.dat
0x000000003d289608      1      1 RW---- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x000000003d289c00      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000003d28aa80     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx
0x000000003d28ace0      2      1 R--rwd \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Credentials
0x000000003d28b258      1      1 RW---- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x000000003d28b4a0      2      1 RW-r-- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\UsrClass.dat{37623d13-b7d2-11e8-a0a7-080027b4bf34}.TMContainer00000000000000000001.regtrans-ms
0x000000003d28cc70      2      1 R--rwd \Device\HarddiskVolume2\Users\hello\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x000000003d28d0b8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dxgi.dll
0x000000003d28d790      2      1 R--rwd \Device\HarddiskVolume2\Users\hello\AppData\Roaming\Microsoft\Credentials
0x000000003d28fa78      2      1 RW-r-- \Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\UsrClass.dat{37623d13-b7d2-11e8-a0a7-080027b4bf34}.TMContainer00000000000000000002.regtrans-ms
0x000000003d28fc98      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\UsrClass.dat{37623d13-b7d2-11e8-a0a7-080027b4bf34}.TM
0x000000003d28fec8      4      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x000000003d291b40      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\hello\AppData\Local\Microsoft\Windows\UsrClass.dat{37623d13-b7d2-11e8-a0a7-080027b4bf34}.TM
0x000000003d292b38      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dllhost.exe
0x000000003d292f80      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d293038      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WMVCORE.DLL
0x000000003d293cc0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IconCodecService.dll
0x000000003d293f80      2      1 ------ \Device\NamedPipe\srvsvc
0x000000003d294288      8      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.18837_none_ec86b8d6858ec0bc\comctl32.dll
0x000000003d294948      1      1 ------ \Device\NamedPipe\srvsvc
0x000000003d294bc0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\iedkcs32.dll
0x000000003d2997b8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IDStore.dll
0x000000003d299ef0      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\lsm.exe.mui
0x000000003d29a6d8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskhost.exe
0x000000003d29c530      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winsrv.dll.mui
0x000000003d29cec8      1      0 R--rwd \Device\HarddiskVolume2\Users\hello\AppData\Roaming\Microsoft\Windows\Libraries\Videos.library-ms
0x000000003d29cf80      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wpdshext.dll
0x000000003d29db20      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000003d2a22c8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\taskhost.exe.mui
0x000000003d2a24b0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003d2a2ae8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\slui.exe
0x000000003d2a5490      6      0 R--r-- \Device\HarddiskVolume2\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000003d2a9450     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x000000003d2a9a48      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003d2a9e48      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\localspl.dll
0x000000003d2aa410      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\WSDMon.dll.mui
0x000000003d2ab2f8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sppcomapi.dll
0x000000003d2ace48      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSDMon.dll
0x000000003d2ad828      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d2ad9d8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\slui.exe.mui
0x000000003d2adec8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spoolss.dll
0x000000003d2adf80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dimsjob.dll
0x000000003d2ae8f8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sppc.dll
0x000000003d2aeb30      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pautoenr.dll
0x000000003d2aebe8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d11.dll
0x000000003d2b0cc8      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003d2b1f18      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\taskhost.exe.mui
0x000000003d2b32d8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PlaySndSrv.dll
0x000000003d2b3ea0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WinSCard.dll
0x000000003d2bd328      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\certcli.dll
0x000000003d2bdf80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winspool.drv
0x000000003d2be328      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003d2bf038      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwmredir.dll
0x000000003d2bf968      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\HotStartUserAgent.dll
0x000000003d2bfe48      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sppcomapi.dll
0x000000003d2c0dd8      1      0 R--rwd \Device\HarddiskVolume2\Users\hello\Videos\desktop.ini
